
order_number,order_created_date,order_created_time,requested_delivery_date,customer_number,order_row_number,product_code,order_qty,sales_unit,delivery_number,plant,storage_location,delivered_qty,transfer_number,warehouse_number,picking_confirmed_date,picking_confirmed_time,picking_picked_qty
10706977,2025-09-11,140831,2025-09-12,35611,10,403615,1.000,BAG,21052668,30588,2012,0.000,32024660,3001,2025-09-11,200528,0.000
10706978,2025-09-11,140948,2025-09-12,35400,10,405188,1.000,KI,21052671,30588,2012,1.000,32024652,3001,2025-09-11,165000,1.000
10706978,2025-09-11,140948,2025-09-12,35400,20,411180,4.000,ST,,,,,,,,,
10706978,2025-09-11,140948,2025-09-12,35400,30,406443,4.000,PAK,21052674,30588,2012,4.000,32024659,3001,2025-09-11,195539,4.000
10706979,2025-09-11,141325,2025-09-12,33581,10,407655,1.000,KI,21052672,30588,2012,1.000,32024651,3001,2025-09-11,202852,1.000
10706980,2025-09-11,142542,2025-09-17,31228,10,406874,1.000,BAG,21052776,1001,2001,1.000,32025493,3003,2025-09-16,054938,1.000
10706981,2025-09-11,142645,2025-09-15,31228,10,400924,1.000,CS,21052716,1001,2005,1.000,32025492,3003,2025-09-13,092137,1.000
10706982,2025-09-11,142750,2025-09-12,31228,10,411681,5.000,ST,21052669,1001,2010,5.000,32027534,3002,2025-09-11,162206,5.000
10706982,2025-09-11,142750,2025-09-12,31228,20,416849,1.000,ST,21052669,1001,2010,1.000,32027535,3002,2025-09-11,161830,1.000
10706982,2025-09-11,142750,2025-09-12,31228,30,411086,1.000,KI,21052670,1001,2010,1.000,32027536,3002,2025-09-11,150520,1.000
10706983,2025-09-11,145136,2025-09-12,31865,10,403744,1.000,ST,21052673,30588,2012,1.000,32024663,3001,2025-09-12,050724,1.000
10706984,2025-09-12,070811,2025-09-12,31649,10,407268,3.000,ST,21052678,30588,2012,3.000,32024665,3001,2025-09-12,074706,3.000
10706985,2025-09-12,071001,2025-09-12,34375,10,409387,1.000,KI,21052679,30588,2000,0.000,10003224,3000,2025-09-12,103537,0.000
10706986,2025-09-12,071849,2025-09-12,33968,10,412261,2.000,ST,21052680,30588,2012,0.000,32024666,3001,2025-09-12,074024,0.000
10706987,2025-09-12,074118,2025-09-15,35523,10,408681,6.000,BAG,21052681,30588,2012,6.000,32024696,3001,1970-01-01,000000,0.000
10706988,2025-09-12,074310,2025-09-15,35763,10,416962,1.000,ST,21052682,30588,2012,1.000,32024700,3001,1970-01-01,000000,0.000
10706988,2025-09-12,074310,2025-09-15,35763,20,407741,1.000,ST,21052682,30588,2012,1.000,32024700,3001,1970-01-01,000000,0.000
10706989,2025-09-12,074955,2025-09-17,31592,10,415771,1.000,PAK,,,,,,,,,
10706989,2025-09-12,074955,2025-09-17,31592,20,400121,1.000,PAK,21052777,30588,2012,1.000,32024772,3001,2025-09-17,011455,1.000
10706990,2025-09-12,075121,2025-09-15,34286,10,407741,1.000,ST,21052683,30588,2012,0.000,,,,,
10706991,2025-09-12,075920,2025-09-15,33498,10,409144,1.000,KI,21052704,30588,2000,1.000,10006349,3000,2025-09-15,004351,1.000
10706992,2025-09-12,080403,2025-09-19,33559,10,402035,1.000,KI,,,,,,,,,
10706993,2025-09-12,080832,2025-09-15,33663,10,407741,3.000,ST,21052686,30588,2012,3.000,32024699,3001,2025-09-14,190741,3.000
10706994,2025-09-12,081244,2025-09-17,30752,10,404613,1.000,BAG,,,,,,,,,
10706995,2025-09-12,081216,2025-09-12,34543,10,410502,16.000,ST,21052684,30588,2012,16.000,32024667,3001,2025-09-12,083118,16.000
10706995,2025-09-12,081216,2025-09-12,34543,20,408041,1.000,BOT,21052684,30588,2012,1.000,32024667,3001,2025-09-12,083202,1.000
10706996,2025-09-12,082226,2025-09-16,33381,10,411997,1.000,ST,21052724,30588,2007,1.000,10008231,3000,2025-09-15,130448,1.000
10706997,2025-09-12,082625,2025-09-16,35256,10,409674,1.000,ST,,,,,,,,,
10706998,2025-09-12,082654,2025-09-12,33613,10,405864,6.000,ST,21052685,30588,2012,6.000,32024668,3001,2025-09-12,084732,6.000
10706999,2025-09-12,085901,2025-09-15,33613,10,405864,8.000,ST,21052688,30588,2012,8.000,32024697,3001,1970-01-01,000000,0.000
10707000,2025-09-12,090932,2025-09-12,34375,10,401196,1.000,ST,21052687,30588,2012,1.000,32024677,3001,2025-09-12,094709,1.000
10707001,2025-09-12,091007,2025-09-12,34730,10,401024,1.000,PRK,21052689,30588,2012,1.000,32024678,3001,2025-09-12,093810,1.000
10707002,2025-09-12,083159,2025-09-12,32277,10,401242,1.000,KI,21052698,30588,2012,1.000,32024675,3001,2025-09-12,094419,1.000
10707003,2025-09-12,091036,2025-09-12,33968,10,401024,2.000,PRK,21052690,30588,2012,2.000,32024669,3001,2025-09-12,093306,2.000
10707004,2025-09-12,091025,2025-09-12,34729,10,401024,1.000,PRK,21052691,30588,2012,1.000,32024679,3001,2025-09-12,093755,1.000
10707005,2025-09-12,091116,2025-09-12,32366,10,412902,20.000,ST,21052692,30588,2012,20.000,32024670,3001,2025-09-12,094230,20.000
10707006,2025-09-12,091252,2025-09-12,33541,10,400749,6.000,KG,21052693,30588,2012,6.060,32024671,3001,2025-09-12,094538,6.060
10707007,2025-09-12,091117,2025-09-12,33964,10,401024,1.000,PRK,21052694,30588,2012,1.000,32024672,3001,2025-09-12,093418,1.000
10707008,2025-09-12,091327,2025-09-15,34543,10,407741,5.000,ST,21052705,30588,2012,5.000,32024698,3001,2025-09-14,204425,5.000
10707008,2025-09-12,091327,2025-09-15,34543,20,413306,2.000,ST,21052705,30588,2012,2.000,32024698,3001,2025-09-14,204610,2.000
10707009,2025-09-12,091245,2025-09-12,31868,10,401172,1.000,PRK,21052695,30588,2012,1.000,32024676,3001,2025-09-12,094610,1.000
10707010,2025-09-12,091340,2025-09-12,33965,10,401024,1.000,PRK,21052696,30588,2012,1.000,32024673,3001,2025-09-12,093501,1.000
10707011,2025-09-12,091408,2025-09-12,31554,10,400070,2.000,KG,21052697,30588,2012,2.040,32024674,3001,2025-09-12,094339,2.040
10707012,2025-09-12,091536,2025-09-12,31939,10,402035,1.000,KI,21052699,30588,2012,0.000,,,,,
10707013,2025-09-12,091813,2025-09-12,32445,10,415294,4.000,ST,21052700,30588,2012,4.000,32024680,3001,2025-09-12,093818,4.000
10707014,2025-09-12,091728,2025-09-12,32381,20,411489,8.000,ST,21052702,30588,2012,4.000,32024682,3001,2025-09-12,100728,4.000
10707015,2025-09-12,095044,2025-09-12,31868,10,401114,1.000,KI,21052701,30588,2012,1.000,32024683,3001,2025-09-12,104740,1.000
10707016,2025-09-12,095218,2025-09-12,31616,10,406938,1.000,BAG,21052703,30588,2012,1.000,32024681,3001,2025-09-12,104646,1.000
10707017,2025-09-12,102613,2025-09-15,31209,10,407866,10.000,BAG,21052707,30588,2012,10.000,32024684,3001,2025-09-12,202026,10.000
10707018,2025-09-12,102716,2025-09-15,35310,10,402729,25.000,BAG,21052708,30588,2012,25.000,32024685,3001,2025-09-12,165146,25.000
10707018,2025-09-12,102716,2025-09-15,35310,20,402402,2.000,ST,21052709,30588,2012,2.000,32024694,3001,2025-09-14,175016,2.000
10707019,2025-09-12,105018,2025-09-15,32983,10,407741,13.000,ST,20984293,30588,2012,13.000,30870694,3001,2025-09-15,002124,13.000
10707020,2025-09-12,105849,2025-09-13,31919,10,408351,2.000,KI,21052706,30588,2005,2.000,10003688,3000,2025-09-12,110647,2.000
10707021,2025-09-12,114905,2025-09-15,32922,10,402028,2.000,ST,21052710,30588,2012,2.000,32024686,3001,2025-09-12,191408,2.000
10707021,2025-09-12,114905,2025-09-15,32922,20,405864,25.000,ST,21052710,30588,2012,25.000,32024695,3001,2025-09-14,201930,25.000
10707022,2025-09-12,124708,2025-09-16,33180,10,406213,2.000,KI,21052726,30588,2012,0.000,,,,,
10707023,2025-09-12,124213,2025-09-15,31634,10,401739,2.000,KI,21052712,30588,2012,2.000,32024703,3001,1970-01-01,000000,0.000
10707024,2025-09-12,135731,2025-09-15,34280,10,412439,1.000,ST,21052713,30588,2012,1.000,32024691,3001,1970-01-01,000000,0.000
10707025,2025-09-12,135834,2025-09-15,34279,10,400441,1.000,ST,21052714,30588,2012,1.000,32024701,3001,1970-01-01,000000,0.000
10707026,2025-09-12,140010,2025-09-15,34269,10,413706,3.000,ST,21052715,30588,2012,3.000,32024692,3001,1970-01-01,000000,0.000
10707027,2025-09-12,140037,2025-09-15,33368,10,412821,1.000,BAG,21052717,30588,2012,1.000,32024689,3001,1970-01-01,000000,0.000
10707028,2025-09-12,140242,2025-09-15,35441,10,400375,1.000,KG,21052718,30588,2012,0.900,32024702,3001,1970-01-01,000000,0.000
10707028,2025-09-12,140242,2025-09-15,35441,20,400280,1.000,KG,21052718,30588,2012,1.060,32024704,3001,2025-09-15,035342,1.060
10707029,2025-09-12,140430,2025-09-15,30913,10,412821,1.000,BAG,21052719,30588,2012,1.000,32024690,3001,1970-01-01,000000,0.000
10707030,2025-09-12,140515,2025-09-15,35607,10,410502,5.000,ST,21052720,30588,2012,5.000,32024687,3001,2025-09-12,212709,5.000
10707031,2025-09-12,140651,2025-09-15,401957,10,403744,1.000,ST,21052721,30588,2012,1.000,32024688,3001,2025-09-12,211057,1.000
10707032,2025-09-12,141630,2025-09-15,34002,10,404279,8.000,ST,21052723,1001,2010,8.000,32027537,3002,2025-09-13,125656,8.000
10707033,2025-09-12,144323,2025-09-15,34366,10,404279,14.000,ST,21052722,30588,2012,14.000,32024693,3001,2025-09-14,164841,14.000
10707034,2025-09-15,070754,2025-09-15,32910,10,410436,21.000,ST,21052727,30588,2003,0.000,,,,,
10707034,2025-09-15,070754,2025-09-15,32910,20,407740,2.000,ST,21052728,30588,2012,2.000,32024706,3001,2025-09-15,074531,2.000
10707035,2025-09-15,071532,2025-09-17,35607,10,412354,2.000,ST,21052778,30588,2012,2.000,32024766,3001,2025-09-16,145714,2.000
10707036,2025-09-15,071846,2025-09-15,32722,10,413989,10.000,KG,21052729,30588,2012,0.000,,,,,
10707037,2025-09-15,073349,2025-09-16,35520,10,404260,6.000,ST,21052731,30588,2012,6.000,32024709,3001,1970-01-01,000000,0.000
10707038,2025-09-15,073713,2025-09-15,30746,10,403552,12.000,KG,21052730,30588,2012,12.460,32024707,3001,2025-09-15,091009,12.460
10707039,2025-09-15,075148,2025-09-15,31893,10,408172,8.000,ST,21052732,30588,2012,8.000,32024708,3001,2025-09-15,080737,8.000
10707040,2025-09-15,080230,2025-09-16,30952,10,402032,20.000,KG,21052733,30588,2012,20.950,32024732,3001,2025-09-15,194431,20.950
10707040,2025-09-15,080230,2025-09-16,30952,20,410436,5.000,ST,21052734,30588,2003,5.000,10008887,3000,2025-09-15,203734,5.000
10707041,2025-09-15,080209,2025-09-16,30738,10,408172,4.000,ST,21052735,30588,2012,4.000,32024735,3001,2025-09-16,032338,4.000
10707042,2025-09-15,082756,2025-09-18,35143,10,414848,2.000,ST,20994599,30588,2012,2.000,30879930,3001,2025-09-17,112825,2.000
10707043,2025-09-15,083500,2025-09-18,31312,10,404722,1.000,SK,20994444,30588,2000,1.000,10012823,3000,2025-09-17,191530,1.000
10707044,2025-09-15,073503,2025-09-15,31342,10,409586,2.000,ST,21052736,30588,2012,2.000,32024710,3001,2025-09-15,085915,2.000
10707045,2025-09-15,084154,2025-09-18,30698,10,407632,2.000,SK,21052824,30588,2000,2.000,10012816,3000,2025-09-17,191236,1.000
10707045,2025-09-15,084154,2025-09-18,30698,10,407632,2.000,SK,21052824,30588,2000,2.000,10012815,3000,2025-09-17,191234,1.000
10707046,2025-09-15,084210,2025-09-16,30698,10,411238,1.000,SK,21052745,30588,2012,1.000,32024731,3001,2025-09-15,223605,1.000
10707047,2025-09-15,084927,2025-09-17,34250,10,412825,2.500,KG,20990596,1001,2001,2.820,32025494,3003,2025-09-16,112641,2.820
10707048,2025-09-15,084952,2025-09-16,35810,10,407740,3.000,ST,21052746,30588,2012,3.000,32024734,3001,2025-09-16,025316,3.000
10707049,2025-09-15,090449,2025-09-15,31659,10,415439,6.000,ST,21052737,30588,2012,6.000,32024718,3001,2025-09-15,093712,6.000
10707050,2025-09-15,090533,2025-09-15,34409,10,412354,1.000,ST,21052738,30588,2012,1.000,32024712,3001,2025-09-15,095214,1.000
10707051,2025-09-15,090604,2025-09-15,32274,10,402404,3.000,ST,21052739,30588,2012,3.000,32024715,3001,2025-09-15,092333,3.000
10707052,2025-09-15,090818,2025-09-15,31686,10,416511,2.000,ST,21052740,30588,2012,2.000,32024713,3001,2025-09-15,093926,2.000
10707053,2025-09-15,090804,2025-09-15,34259,10,413335,1.000,ST,21052741,30588,2012,1.000,32024711,3001,2025-09-15,092459,1.000
10707054,2025-09-15,085200,2025-09-15,33380,10,411051,1.000,ST,21052742,30588,2012,1.000,32024714,3001,2025-09-15,093646,1.000
10707055,2025-09-15,090916,2025-09-15,34218,10,413335,1.000,ST,21052743,30588,2012,1.000,32024717,3001,2025-09-15,092500,1.000
10707056,2025-09-15,091000,2025-09-15,34261,10,413335,1.000,ST,21052744,30588,2012,1.000,32024716,3001,2025-09-15,093923,1.000
10707057,2025-09-15,090953,2025-09-15,33813,10,410636,1.000,ST,21052747,30588,2012,1.000,32024720,3001,2025-09-15,093726,1.000
10707058,2025-09-15,091127,2025-09-15,32209,10,416504,24.000,ST,21052748,30588,2012,0.000,32024719,3001,2025-09-15,100012,0.000
10707059,2025-09-15,091105,2025-09-15,34027,10,403015,2.000,KI,21052749,30588,2012,2.000,32024721,3001,2025-09-15,094547,2.000
10707060,2025-09-15,091231,2025-09-15,34642,10,403744,2.000,ST,21052750,30588,2012,2.000,32024722,3001,2025-09-15,104317,2.000
10707061,2025-09-15,091354,2025-09-15,34630,10,403744,7.000,ST,21052751,30588,2012,7.000,32024723,3001,2025-09-15,104254,7.000
10707062,2025-09-15,091441,2025-09-15,34667,10,403744,1.000,ST,21052752,30588,2012,1.000,32024724,3001,2025-09-15,112549,1.000
10707063,2025-09-15,091503,2025-09-15,34631,10,403744,2.000,ST,21052753,30588,2012,2.000,32024725,3001,2025-09-15,104303,2.000
10707064,2025-09-15,091524,2025-09-15,34645,10,403744,4.000,ST,21052754,30588,2012,4.000,32024726,3001,2025-09-15,105223,4.000
10707065,2025-09-15,091535,2025-09-26,31383,10,415155,1.000,KI,21053049,30588,2005,1.000,10025867,3000,2025-09-25,094322,1.000
10707066,2025-09-15,095104,2025-09-17,31564,10,415299,2.000,ST,21052779,30588,2000,2.000,10010468,3000,2025-09-16,144912,1.000
10707066,2025-09-15,095104,2025-09-17,31564,10,415299,2.000,ST,21052779,30588,2000,2.000,10010467,3000,2025-09-16,144910,1.000
10707067,2025-09-15,095546,2025-09-15,33541,10,401081,10.000,KG,21052755,30588,2012,9.640,32024727,3001,2025-09-15,103548,9.640
10707068,2025-09-15,100700,2025-09-16,30733,10,417201,1.000,KI,21052756,30588,2013,0.000,10008506,3000,2025-09-15,173033,0.000
10707069,2025-09-15,101914,2025-09-16,34848,10,416901,6.000,ST,21052757,1001,2010,6.000,32027549,3002,2025-09-15,144138,6.000
10707070,2025-09-15,102806,2025-09-16,32383,10,400064,12.000,KG,21052762,30588,2012,11.820,32024729,3001,2025-09-15,193539,11.820
10707071,2025-09-15,102936,2025-09-16,32380,10,400064,15.000,KG,21052771,30588,2012,15.160,32024733,3001,2025-09-16,035113,15.160
10707072,2025-09-15,102939,2025-09-16,35514,10,414854,6.000,ST,21052758,1001,2010,6.000,32027538,3002,2025-09-15,112420,6.000
10707073,2025-09-15,103545,2025-09-16,33651,10,402899,1.000,SK,21052759,1001,2010,1.000,32027547,3002,2025-09-15,140716,1.000
10707074,2025-09-15,103646,2025-09-16,35189,10,411047,1.000,ST,21052760,1001,2010,1.000,32027539,3002,2025-09-15,112514,1.000
10707075,2025-09-15,103938,2025-09-16,35203,10,411047,1.000,ST,21052761,1001,2010,1.000,32027540,3002,2025-09-15,112532,1.000
10707076,2025-09-15,103704,2025-09-16,34777,10,411034,1.000,ST,21052763,1001,2010,1.000,32027546,3002,2025-09-15,151430,1.000
10707077,2025-09-15,105646,2025-09-16,33600,10,408041,1.000,BOT,21052764,1001,2010,1.000,32027541,3002,2025-09-15,115705,1.000
10707078,2025-09-15,110211,2025-09-16,34974,10,413178,1.000,ST,21052765,1001,2010,1.000,32027542,3002,2025-09-15,115815,1.000
10707079,2025-09-15,113833,2025-09-16,31488,10,400295,1.000,KG,21052766,1001,2010,1.060,32027544,3002,2025-09-15,152356,1.060
10707080,2025-09-15,115039,2025-09-18,33250,10,407160,1.000,ST,20992943,1001,2001,1.000,32025495,3003,2025-09-17,092536,1.000
10707081,2025-09-15,120409,2025-09-15,34630,10,403744,5.000,ST,21052767,30588,2012,5.000,32024728,3001,2025-09-15,130314,5.000
10707082,2025-09-15,120639,2025-09-16,31915,10,400274,3.000,KG,21052770,1001,2010,3.120,32027543,3002,2025-09-15,122616,3.120
10707083,2025-09-15,120721,2025-09-16,33218,10,400274,1.000,KG,21052768,1001,2010,2.060,32027545,3002,2025-09-15,150938,2.060
10707084,2025-09-15,120748,2025-09-16,32157,10,400274,4.000,KG,21052769,1001,2010,4.840,32027550,3002,2025-09-15,161935,4.840
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007962,3000,2025-09-15,122913,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,32029265,3000,2025-09-15,122915,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007956,3000,2025-09-15,122905,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,32029264,3000,2025-09-15,122911,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007963,3000,2025-09-15,122914,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007960,3000,2025-09-15,122910,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007959,3000,2025-09-15,122909,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007958,3000,2025-09-15,122908,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007957,3000,2025-09-15,122907,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,32029263,3000,2025-09-15,122906,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007964,3000,2025-09-15,122915,1.000
10707085,2025-09-15,121514,2025-09-16,32265,10,408993,12.000,KI,21052772,30588,2005,12.000,10007961,3000,2025-09-15,122912,1.000
10707086,2025-09-15,124240,2025-09-18,32254,10,403933,3.000,KI,21052825,30588,2001,0.000,,,,,
10707087,2025-09-15,130429,2025-09-17,35298,10,408457,2.000,ST,20990971,30588,2012,2.000,30876059,3001,2025-09-16,093405,2.000
10707088,2025-09-15,133356,2025-09-17,35834,10,417226,3.000,KI,21052780,30588,2013,3.000,10009471,3000,2025-09-16,172954,3.000
10707089,2025-09-15,134928,2025-09-17,34298,10,409908,6.000,KG,21052781,30588,2012,7.030,32024737,3001,2025-09-16,072313,7.030
10707090,2025-09-15,135559,2025-09-16,34254,10,403744,3.000,ST,21052773,1001,2010,3.000,32027551,3002,2025-09-16,073904,3.000
10707091,2025-09-15,135701,2025-09-16,32510,10,409620,3.000,ST,21052774,1001,2010,3.000,32027548,3002,2025-09-15,143329,3.000
10707092,2025-09-15,140542,2025-09-18,31670,10,403725,2.000,ST,21052826,30588,2013,0.000,10011113,3000,2025-09-17,230016,2.000
10707093,2025-09-15,141417,2025-09-18,30733,10,417201,1.000,KI,21052827,30588,2013,1.000,32029266,3000,2025-09-17,172841,1.000
10707094,2025-09-15,143113,2025-09-16,30843,10,403360,15.000,ST,21052775,30588,2012,15.000,32024730,3001,2025-09-15,193618,15.000
10707095,2025-09-15,151719,2025-09-18,32938,10,406655,2.000,SK,21052828,30588,2000,2.000,10012819,3000,2025-09-17,191335,1.000
10707095,2025-09-15,151719,2025-09-18,32938,10,406655,2.000,SK,21052828,30588,2000,2.000,10012820,3000,2025-09-17,191337,1.000
10707096,2025-09-15,152936,2025-09-18,35771,10,409251,1.000,ST,21052823,1001,2001,1.000,32025496,3003,2025-09-17,092631,1.000
10707097,2025-09-15,152933,2025-09-18,31383,10,415451,1.000,KI,21052829,30588,2001,1.000,10011370,3000,2025-09-17,120134,1.000
10707098,2025-09-15,153036,2025-09-19,31383,10,404013,2.000,KI,21052876,30588,2007,2.000,10015088,3000,2025-09-18,193028,2.000
10707099,2025-09-15,153141,2025-09-17,31383,10,413833,2.000,ST,21052782,30588,2012,2.000,32024738,3001,2025-09-16,095123,2.000
10707100,2025-09-16,070637,2025-09-16,31874,10,416363,2.000,PAK,21052783,30588,2012,2.000,32024739,3001,2025-09-16,072230,2.000
10707101,2025-09-16,070538,2025-09-16,31867,10,404280,20.000,ST,21052784,30588,2012,20.000,32024740,3001,2025-09-16,072529,20.000
10707102,2025-09-16,071807,2025-09-19,34549,10,413697,1.000,ST,21052877,30588,2007,1.000,10014968,3000,2025-09-18,133213,1.000
10707103,2025-09-16,072746,2025-09-18,31261,10,409027,1.000,KI,21052830,30588,2000,1.000,10012856,3000,2025-09-17,192659,1.000
10707104,2025-09-16,073138,2025-09-16,31893,10,400070,40.000,KG,21052785,30588,2012,40.300,32024741,3001,2025-09-16,081542,40.300
10707105,2025-09-16,074517,2025-09-19,34912,10,403423,1.000,BAG,21052878,30588,2012,1.000,32024824,3001,2025-09-18,143934,1.000
10707106,2025-09-16,075547,2025-09-16,33967,10,412118,1.000,BAG,21052786,30588,2002,0.000,,,,,
10707107,2025-09-16,080039,2025-09-16,33007,10,403742,60.000,PAK,21052787,30588,2012,60.000,32024742,3001,2025-09-16,084853,60.000
10707107,2025-09-16,080039,2025-09-16,33007,20,410360,12.000,PAK,21052787,30588,2012,12.000,32024742,3001,2025-09-16,084511,12.000
10707107,2025-09-16,080039,2025-09-16,33007,30,410358,6.000,PAK,21052787,30588,2012,6.000,32024742,3001,2025-09-16,084250,6.000
10707107,2025-09-16,080039,2025-09-16,33007,40,410361,4.000,PAK,21052787,30588,2012,4.000,32024742,3001,2025-09-16,084034,4.000
10707107,2025-09-16,080039,2025-09-16,33007,50,416760,1.000,KI,21052787,30588,2012,1.000,32024742,3001,2025-09-16,084900,1.000
10707107,2025-09-16,080039,2025-09-16,33007,60,408992,6.000,PAK,21052787,30588,2012,6.000,32024742,3001,2025-09-16,084611,6.000
10707107,2025-09-16,080039,2025-09-16,33007,70,400100,1.000,BOT,21052787,30588,2012,1.000,32024742,3001,2025-09-16,083921,1.000
10707108,2025-09-16,080820,2025-09-16,31592,10,404280,10.000,ST,21052788,30588,2012,10.000,32024744,3001,2025-09-16,091151,10.000
10707109,2025-09-16,081325,2025-09-16,32769,10,406208,25.000,PAK,21052789,30588,2012,25.000,32024743,3001,2025-09-16,084349,25.000
10707110,2025-09-16,081740,2025-09-17,30796,10,416576,21.000,ST,21052790,30588,2012,21.000,32024771,3001,1970-01-01,000000,0.000
10707111,2025-09-16,082447,2025-09-17,33179,10,409120,6.000,ST,21052791,30588,2012,6.000,32024763,3001,2025-09-16,095409,0.000
10707111,2025-09-16,082447,2025-09-17,33179,10,409120,6.000,ST,21052791,30588,2012,6.000,32024762,3001,2025-09-16,094416,0.000
10707111,2025-09-16,082447,2025-09-17,33179,10,409120,6.000,ST,21052791,30588,2012,6.000,32024764,3001,2025-09-16,204101,6.000
10707111,2025-09-16,082447,2025-09-17,33179,10,409120,6.000,ST,21052791,30588,2012,6.000,32024748,3001,2025-09-16,091914,0.000
10707111,2025-09-16,082447,2025-09-17,33179,20,413495,6.000,ST,21052791,30588,2012,6.000,32024764,3001,2025-09-16,203906,6.000
10707111,2025-09-16,082447,2025-09-17,33179,20,413495,6.000,ST,21052791,30588,2012,6.000,32024762,3001,2025-09-16,094416,0.000
10707111,2025-09-16,082447,2025-09-17,33179,20,413495,6.000,ST,21052791,30588,2012,6.000,32024748,3001,2025-09-16,091914,0.000
10707112,2025-09-16,081456,2025-09-16,31418,10,403751,6.000,ST,21052792,30588,2012,6.000,32024745,3001,2025-09-16,091452,6.000
10707113,2025-09-16,085305,2025-09-16,34691,10,406938,3.000,BAG,21052793,30588,2012,3.000,32024749,3001,2025-09-16,125334,3.000
10707114,2025-09-16,090123,2025-09-18,35337,10,407672,3.000,ST,21052814,30588,2000,3.000,10010021,3000,1970-01-01,000000,0.000
10707115,2025-09-16,080914,2025-09-16,30844,10,407176,1.000,ST,21052794,30588,2012,1.000,32024746,3001,2025-09-16,092739,1.000
10707115,2025-09-16,080914,2025-09-16,30844,20,400893,1.000,ST,21052794,30588,2012,1.000,32024746,3001,2025-09-16,092939,1.000
10707116,2025-09-16,090613,2025-09-19,33674,10,412239,8.000,PAK,,,,,,,,,
10707116,2025-09-16,090613,2025-09-19,33674,20,415875,8.000,PRK,21052875,30588,2012,0.000,32024829,3001,2025-09-18,183822,0.000
10707116,2025-09-16,090613,2025-09-19,33674,20,415875,8.000,PRK,21052875,30588,2012,0.000,32024832,3001,1970-01-01,000000,0.000
10707117,2025-09-16,090800,2025-09-16,33967,10,416974,2.000,ST,21052795,30588,2012,2.000,32024747,3001,2025-09-16,092255,2.000
10707118,2025-09-16,090854,2025-09-19,31580,10,409122,1.000,ST,21052879,30588,2012,1.000,32024831,3001,2025-09-19,021843,1.000
10707119,2025-09-16,090635,2025-09-16,31663,10,416992,8.000,ST,21052796,30588,2012,8.000,32024754,3001,2025-09-16,094106,8.000
10707120,2025-09-16,090914,2025-09-16,32366,10,407174,20.000,PRK,21052797,30588,2012,20.000,32024751,3001,2025-09-16,093638,20.000
10707121,2025-09-16,091144,2025-09-16,35292,10,410208,1.000,BAG,21052798,30588,2012,1.000,32024755,3001,2025-09-16,093921,1.000
10707122,2025-09-16,091036,2025-09-16,32159,10,410336,3.000,KG,21052799,30588,2012,3.040,32024750,3001,2025-09-16,092842,3.040
10707123,2025-09-16,090945,2025-09-16,31874,10,416992,5.000,ST,21052800,30588,2012,5.000,32024756,3001,2025-09-16,093656,5.000
10707124,2025-09-16,091350,2025-09-16,33353,10,404601,2.000,BAG,21052801,30588,2012,2.000,32024752,3001,2025-09-16,093403,2.000
10707125,2025-09-16,091644,2025-09-16,34621,10,405165,2.000,ST,21052802,30588,2012,2.000,32024757,3001,2025-09-16,095045,2.000
10707126,2025-09-16,091650,2025-09-16,33965,10,407268,2.000,ST,21052803,30588,2012,2.000,32024753,3001,2025-09-16,094227,2.000
10707127,2025-09-16,091707,2025-09-16,34651,10,416974,5.000,ST,21052804,30588,2012,5.000,32024758,3001,2025-09-16,093804,5.000
10707128,2025-09-16,091816,2025-09-16,34653,10,416974,3.000,ST,21052805,30588,2012,3.000,32024759,3001,2025-09-16,093811,3.000
10707129,2025-09-16,091900,2025-09-16,34690,10,416974,5.000,ST,21052806,30588,2012,5.000,32024761,3001,2025-09-16,093842,5.000
10707130,2025-09-16,091912,2025-09-16,34662,10,416974,5.000,ST,21052807,30588,2012,5.000,32024760,3001,2025-09-16,093833,5.000
10707131,2025-09-16,091949,2025-09-19,31176,10,411217,1.000,KI,,,,,,,,,
10707132,2025-09-16,093658,2025-09-17,31974,10,412349,1.350,KG,21052808,30588,2012,1.060,32024765,3001,2025-09-16,145353,1.060
10707133,2025-09-16,100231,2025-09-17,35477,10,407968,3.000,ST,21052809,1001,2010,3.000,32027553,3002,2025-09-16,114825,3.000
